,A,B,tie,label,id,log_loss,perplexity
2872,0.4988,0.21,0.2913,1,843334337,1.5608337774717902,2.0003755797789275
2873,0.1818,0.10974,0.7085,2,843968235,0.3446107332752106,1.4113677194401644
2874,0.1335,0.6094,0.2568,1,844106666,0.4950772667978514,1.6404993264818573
2875,0.1533,0.1752,0.6714,2,844357310,0.3982878982950398,1.4891755894448038
2876,0.7188,0.1288,0.1523,0,844672212,0.3301196091068899,1.3909902434611987
2877,0.3135,0.52,0.1663,1,844970664,0.6536447375836989,1.9221771730278605
2878,0.1001,0.7275,0.1726,2,845045962,1.7569796116502983,2.0003755797789275
2879,0.333,0.3413,0.3257,1,845136322,1.074968243925588,2.0003755797789275
2880,0.557,0.2615,0.1812,2,845990645,1.7081727531197894,2.0003755797789275
2881,0.5693,0.2207,0.21,2,846198631,1.5608337774717902,2.0003755797789275
2882,0.3074,0.3926,0.3,0,846600696,1.1796931326749966,2.0003755797789275
2883,0.2129,0.4824,0.3047,2,846788192,1.1884686177899708,2.0003755797789275
2884,0.4055,0.3774,0.217,1,846902518,0.9743399375719765,2.0003755797789275
2885,0.238,0.1777,0.5845,0,846962401,1.4355728065490239,2.0003755797789275
2886,0.401,0.3184,0.2808,0,847978890,0.9140958767069702,2.0003755797789275
2887,0.8115,0.0854,0.10315,1,848425453,2.460608586467434,2.0003755797789275
2888,0.6235,0.1444,0.2322,2,849949482,1.4603741670364792,2.0003755797789275
2889,0.1259,0.605,0.2693,1,850002171,0.5026811673927817,1.6532554039283451
2890,0.1846,0.5977,0.2175,2,850221446,1.5251775688163605,2.0003755797789275
2891,0.1936,0.1931,0.6133,2,850237855,0.4889316391312544,1.6304048068966488
2892,0.2922,0.2917,0.416,2,851033521,0.8770324593300827,2.0003755797789275
2893,0.4163,0.3252,0.2583,0,851065007,0.8762016065695526,2.0003755797789275
2894,0.717,0.09607,0.1874,0,851072737,0.3332068878124649,1.3954275778086205
2895,0.6753,0.1505,0.1741,0,851605286,0.3924865767309533,1.4806129307374711
2896,0.423,0.2644,0.3125,1,851741966,1.3302759197183531,2.0003755797789275
2897,0.5337,0.163,0.3032,0,851776254,0.6278154202191729,1.8732633151052505
2898,0.1537,0.5986,0.2478,1,851837863,0.5132289325257674,1.670717950352124
2899,0.4956,0.2368,0.2676,0,851872472,0.7019750946835107,2.0003755797789275
2900,0.418,0.2905,0.2915,1,852037517,1.2360575806137686,2.0003755797789275
2901,0.0886,0.764,0.1473,1,852375161,0.2690999460476704,1.3087579877322972
2902,0.878,0.0415,0.08044,0,852856601,0.1300666933641458,1.138892912860506
2903,0.4658,0.281,0.2532,0,853545354,0.7639553147111119,2.0003755797789275
2904,0.4553,0.2268,0.3179,0,853774565,0.7867498346414278,2.0003755797789275
2905,0.4407,0.369,0.1904,0,854097901,0.8194502959523624,2.0003755797789275
2906,0.6777,0.1584,0.1638,2,854416810,1.8089970297476619,2.0003755797789275
2907,0.61,0.1283,0.262,0,854443148,0.49464253889634646,1.6397941452957954
2908,0.278,0.4592,0.2627,1,854455679,0.7782073374183133,2.0003755797789275
2909,0.2233,0.4768,0.3,2,854466301,1.2039321200158346,2.0003755797789275
2910,0.4338,0.3582,0.208,0,854836773,0.8350843385646923,2.0003755797789275
2911,0.2852,0.514,0.2004,1,854836814,0.6649763035932491,1.9439977799059471
2912,0.845,0.0418,0.1128,2,854894312,2.182018153403002,2.0003755797789275
2913,0.3477,0.4216,0.2306,2,855021882,1.4669884020140924,2.0003755797789275
2914,0.1298,0.2194,0.651,0,856600669,2.042062968937341,2.0003755797789275
2915,0.5386,0.19,0.2715,0,856932157,0.618829966905896,1.856658142476011
2916,0.02766,0.901,0.0714,2,857268479,2.639255722632475,2.0003755797789275
2917,0.6323,0.1747,0.1932,0,857416908,0.4585971228532877,1.5820584789255685
2918,0.2747,0.4104,0.315,0,857917077,1.2922278520808232,2.0003755797789275
2919,0.2274,0.3499,0.4226,1,857941097,1.0501186611274849,2.0003755797789275
2920,0.459,0.2234,0.3174,1,858101086,1.4985979310116484,2.0003755797789275
2921,0.5254,0.202,0.2725,0,858258880,0.6434911676739817,1.902566963779456
2922,0.6006,0.1682,0.2311,0,858278305,0.5097274600292483,1.6643682074349286
2923,0.09766,0.742,0.16,1,858515772,0.2980312945553894,1.347136142024237
2924,0.5156,0.1929,0.2913,2,859121706,1.2332955741892535,2.0003755797789275
2925,0.3582,0.3062,0.3357,1,859669938,1.1836724455264778,2.0003755797789275
2926,0.691,0.1289,0.1803,0,860087617,0.36985623894458614,1.4476710373222856
2927,0.3623,0.3374,0.3005,2,860211596,1.2024281513624175,2.0003755797789275
2928,0.769,0.11304,0.11786,0,860474888,0.26254739788069403,1.3002569944974036
2929,0.6567,0.1812,0.162,0,860641627,0.42034761635977197,1.5224191643217853
2930,0.2429,0.5254,0.2317,1,860670411,0.6436132454376686,1.9033735804438685
2931,0.1826,0.4744,0.3433,1,860712494,0.7460218281694311,2.0003755797789275
2932,0.2837,0.4487,0.2676,2,860798511,1.3183436992113828,2.0003755797789275
2933,0.0785,0.859,0.0624,1,861337735,0.15190459555431213,1.1640460183922037
2934,0.3088,0.311,0.3801,1,861361646,1.167849330587235,2.0003755797789275
2935,0.2627,0.464,0.2732,0,861660085,1.336760425997614,2.0003755797789275
2936,0.4578,0.2788,0.2634,2,861812344,1.333976201461209,2.0003755797789275
2937,0.239,0.46,0.301,2,861864154,1.2005606635549995,2.0003755797789275
2938,0.2551,0.273,0.472,1,861935708,1.2984695130042991,2.0003755797789275
2939,0.0438,0.7417,0.2147,1,862108165,0.29902508379634646,1.348594323340638
2940,0.408,0.261,0.331,2,862855891,1.105471698219003,2.0003755797789275
2941,0.4438,0.35,0.2063,1,862875060,1.0497872563873054,2.0003755797789275
2942,0.2551,0.2217,0.5234,1,862983498,1.5067658989455779,2.0003755797789275
2943,0.0573,0.4583,0.4844,1,864133230,0.780275093113864,2.0003755797789275
2944,0.23,0.502,0.2683,2,864574415,1.3158543231432498,2.0003755797789275
2945,0.5015,0.1903,0.3083,2,864584149,1.1766431072313783,2.0003755797789275
2946,0.7065,0.1329,0.1603,2,864780792,1.8305993025443188,2.0003755797789275
2947,0.7236,0.119,0.1572,0,866070223,0.3233491025396793,1.3816102036739142
2948,0.1982,0.1437,0.658,2,866140390,0.4183637575496718,1.5194898304083886
2949,0.1252,0.5723,0.3025,1,866258426,0.5581520160224405,1.747259014249085
2950,0.856,0.0641,0.0798,0,866370854,0.15535197900356087,1.1680362504994393
2951,0.11145,0.1904,0.698,2,866660783,0.3593113257679712,1.43240455768067
2952,0.2032,0.565,0.2319,1,866976145,0.5711553218282476,1.7707723210012032
2953,0.1749,0.1417,0.683,1,867094927,1.9536321951492237,2.0003755797789275
2954,0.3892,0.2377,0.373,0,867270727,0.9436422296054964,2.0003755797789275
2955,0.1506,0.3206,0.529,2,867505618,0.6371287391584078,1.89123205356389
2956,0.2406,0.4824,0.277,1,867508149,0.7290583512740563,2.0003755797789275
2957,0.4236,0.2385,0.338,2,867788044,1.0850330305417288,2.0003755797789275
2958,0.529,0.2341,0.2368,0,868502776,0.6368845687262339,1.890220575096459
2959,0.0838,0.3965,0.52,2,869162108,0.6541940372404659,1.9238057954691783
2960,0.2313,0.316,0.4526,0,869691985,1.4638171519990753,2.0003755797789275
2961,0.2974,0.3894,0.313,2,870101120,1.1613453588065545,2.0003755797789275
2962,0.6074,0.10547,0.287,0,870476934,0.49853171286027365,1.6464450708559912
2963,0.1785,0.3457,0.4758,0,870685438,1.723352706969565,2.0003755797789275
2964,0.3306,0.584,0.08545,0,870988150,1.1069477132471235,2.0003755797789275
2965,0.4402,0.2272,0.3325,2,871068023,1.1009346022461992,2.0003755797789275
2966,0.4983,0.3674,0.1342,1,871371197,1.0010959117726808,2.0003755797789275
2967,0.551,0.2695,0.1796,0,871497817,0.5962954763377072,1.815649600696425
2968,0.1868,0.3777,0.4355,1,871687920,0.9736933161462776,2.0003755797789275
2969,0.2498,0.534,0.2158,1,871754751,0.626778832745298,1.871314304478336
2970,0.2786,0.1592,0.5625,0,872340651,1.2783499276847954,2.0003755797789275
2971,0.7344,0.1294,0.1361,1,872539516,2.0447670824094892,2.0003755797789275
2972,0.709,0.1654,0.1256,2,872658612,2.0745706114452394,2.0003755797789275
2973,0.6562,0.1328,0.2109,0,872856846,0.42121346507630353,1.5239076569447083
2974,0.3997,0.285,0.3152,0,872974028,0.9169014189160348,2.0003755797789275
2975,0.4873,0.2585,0.2542,0,873040714,0.7188657098479344,2.0003755797789275
2976,0.4714,0.1993,0.3293,0,873618455,0.7520949471533549,2.0003755797789275
2977,0.3323,0.2277,0.4402,1,873642239,1.4800190780638987,2.0003755797789275
2978,0.05237,0.5728,0.375,1,874410908,0.5574212003684487,1.746294571338967
2979,0.3223,0.4211,0.2566,2,874567364,1.3602687958423927,2.0003755797789275
2980,0.538,0.243,0.2186,1,874948267,1.414276872782919,2.0003755797789275
2981,0.796,0.09174,0.11255,0,875321721,0.22846678106558013,1.2567006254359014
2982,0.638,0.2017,0.16,0,875434925,0.44900719477148954,1.5667606349851455
2983,0.251,0.4087,0.3403,2,875607354,1.0778335753988746,2.0003755797789275
2984,0.1329,0.673,0.1941,1,875627624,0.3961084568221076,1.4859150756928343
2985,0.5415,0.1354,0.3232,2,876185192,1.129475493084916,2.0003755797789275
2986,0.392,0.3064,0.3015,1,876358652,1.1828753151534595,2.0003755797789275
2987,0.3333,0.28,0.3867,0,876645684,1.0988564591002836,2.0003755797789275
2988,0.02988,0.893,0.0773,1,877344476,0.1133079380012537,1.1200302925673458
2989,0.5215,0.254,0.2247,1,877345993,1.370912237446451,2.0003755797789275
2990,0.879,0.05392,0.06714,0,877400388,0.12904652423134658,1.1377584879813645
2991,0.2322,0.4082,0.3596,2,877888281,1.0227097502567135,2.0003755797789275
2992,0.309,0.2815,0.4094,0,878070598,1.1741485640152223,2.0003755797789275
2993,0.4229,0.3767,0.2003,2,878228601,1.6077301784255111,2.0003755797789275
2994,0.225,0.2034,0.572,2,878569358,0.5591276854242068,1.749310195510033
2995,0.6104,0.2393,0.1504,0,878576252,0.49372015586305157,1.638536651396513
2996,0.1065,0.7637,0.1299,1,878651111,0.2696780983478227,1.3096583581933896
2997,0.8433,0.05515,0.1015,0,879067741,0.17038635108713743,1.1857496732816517
2998,0.432,0.1793,0.389,0,879471430,0.8397185354220841,2.0003755797789275
2999,0.6763,0.1142,0.2097,0,879627539,0.39134665624494924,1.479142438163482
3000,0.07544,0.2825,0.642,2,879764233,0.4430270415475335,1.557253988689007
3001,0.3843,0.2421,0.3735,2,881480320,0.9846210745691757,2.0003755797789275
3002,0.3416,0.3704,0.288,1,881847954,0.9932761873708115,2.0003755797789275
3003,0.0845,0.2698,0.6455,1,881962646,1.3099213823353166,2.0003755797789275
3004,0.3833,0.2908,0.326,1,882543203,1.2352175973640436,2.0003755797789275
3005,0.2607,0.5166,0.2224,2,882831280,1.5029790990272116,2.0003755797789275
3006,0.2467,0.1652,0.5884,2,883915954,0.5306282510621704,1.7002402621277244
3007,0.3342,0.3599,0.3057,0,884269832,1.095686170998721,2.0003755797789275
3008,0.5083,0.2092,0.2825,0,884507268,0.6766819175444295,1.9671012790273263
3009,0.5303,0.1956,0.2744,0,884581982,0.634606596493045,1.886369963467161
3010,0.7246,0.0843,0.1912,2,885466397,1.6546945040222212,2.0003755797789275
3011,0.1299,0.4324,0.4377,1,885504314,0.8384665289365102,2.0003755797789275
3012,0.2179,0.2317,0.5503,2,885545927,0.5971823943559351,1.816890704011446
3013,0.4336,0.2515,0.3152,1,886445906,1.3806961963231896,2.0003755797789275
3014,0.4226,0.1659,0.4116,2,886797360,0.8877740910200685,2.0003755797789275
3015,0.5156,0.301,0.1835,2,887255572,1.6958170203888403,2.0003755797789275
3016,0.5786,0.1566,0.2646,0,888225337,0.5469988548264799,1.7281498775004005
3017,0.4314,0.323,0.2456,0,889608513,0.8407276943996473,2.0003755797789275
3018,0.3027,0.5527,0.1448,2,889943650,1.9328158785491456,2.0003755797789275
3019,0.4329,0.2305,0.3367,0,890171757,0.8373378606451358,2.0003755797789275
3020,0.293,0.2489,0.4583,2,890236179,0.7804581929953606,2.0003755797789275
3021,0.1542,0.1572,0.6885,2,890250445,0.37315192502349753,1.4523156722467754
3022,0.297,0.3704,0.3325,1,890319668,0.9932761873708115,2.0003755797789275
3023,0.2441,0.5166,0.2394,2,890527918,1.4298255839454683,2.0003755797789275
3024,0.3933,0.2072,0.3997,2,890541441,0.9172676522107345,2.0003755797789275
3025,0.335,0.2595,0.4055,2,890907911,0.9025910571060488,2.0003755797789275
3026,0.0829,0.2515,0.6655,1,890966901,1.3803300077319753,2.0003755797789275
3027,0.8794,0.0474,0.07306,0,891317726,0.12836904145010075,1.1369378889686053
3028,0.2754,0.2896,0.435,1,891680772,1.239424587161673,2.0003755797789275
3029,0.2308,0.4104,0.359,1,891931176,0.8907440961732538,2.0003755797789275
3030,0.1765,0.553,0.27,2,891981980,1.3090168142048897,2.0003755797789275
3031,0.253,0.2554,0.4917,2,892015174,0.7098880934408361,2.0003755797789275
3032,0.5103,0.229,0.261,0,892092857,0.6730909325880144,1.960242306524811
3033,0.2712,0.4678,0.261,0,892126137,1.3047503770797138,2.0003755797789275
3034,0.5396,0.1501,0.31,0,892222532,0.6167742017753713,1.852905269905305
3035,0.1666,0.12024,0.7134,2,892240511,0.33798668523622627,1.4022021904896027
3036,0.7427,0.1194,0.1381,0,892857480,0.2976177567626313,1.3466346406605865
3037,0.2234,0.521,0.2559,1,892931258,0.6522568456851723,1.9200123780094864
3038,0.862,0.03735,0.10065,0,893126903,0.14852989455739823,1.1601205785191058
3039,0.0683,0.8345,0.0971,1,893200530,0.1808332252801205,1.1982267301179914
3040,0.7935,0.0806,0.126,0,893332421,0.2314169246892412,1.2603352432058124
3041,0.7124,0.1225,0.1649,0,893763519,0.3389293154020098,1.4033135908381038
3042,0.2803,0.447,0.2727,0,893995642,1.271989589839832,2.0003755797789275
3043,0.4531,0.2146,0.3323,0,894288127,0.7915872533731978,2.0003755797789275
3044,0.07544,0.689,0.2356,0,894371884,2.5844248898215985,2.0003755797789275
3045,0.4246,0.179,0.3965,1,894821898,1.7206204648326922,2.0003755797789275
3046,0.2374,0.647,0.11566,1,895472968,0.43551228103275647,1.5456585261681124
3047,0.1581,0.54,0.3018,2,895573330,1.1980084509380207,2.0003755797789275
3048,0.03992,0.1306,0.8296,2,895876112,0.18694592734999202,1.2055278961470166
3049,0.4666,0.1661,0.3672,0,895997032,0.7622621447153837,2.0003755797789275
3050,0.1898,0.499,0.3113,1,896074583,0.6952242782582744,2.0003755797789275
3051,0.2432,0.181,0.5757,1,896096410,1.70896892737767,2.0003755797789275
3052,0.1664,0.4583,0.3755,1,896128160,0.7804581929953606,2.0003755797789275
3053,0.1272,0.554,0.3186,1,896395296,0.5902310562438954,1.8044576855441965
3054,0.1836,0.4424,0.374,2,896922395,0.9834368164188071,2.0003755797789275
3055,0.8076,0.0802,0.11194,0,897125348,0.21342294014358784,1.2378486250959897
3056,0.3843,0.2832,0.3325,0,897369643,0.9563907377419951,2.0003755797789275
3057,0.2505,0.384,0.3655,2,897661971,1.0065477822997153,2.0003755797789275
3058,0.6094,0.1812,0.2096,1,897775559,1.708538986414489,2.0003755797789275
3059,0.394,0.3457,0.2603,2,898198865,1.3460975619935538,2.0003755797789275
3060,0.467,0.263,0.2703,0,898225155,0.7615823081066182,2.0003755797789275
3061,0.1266,0.2434,0.63,1,898248494,1.4128933189938184,2.0003755797789275
3062,0.2448,0.565,0.1901,1,898377275,0.5707890885335479,1.7693375441695929
3063,0.0834,0.5566,0.36,2,898873672,1.0214749608079492,2.0003755797789275
3064,0.854,0.07825,0.06775,0,899585805,0.15781951114079634,1.1710274085427992
3065,0.5435,0.3157,0.1409,0,900125210,0.6098046348838536,1.8398101632493848
3066,0.6494,0.1357,0.215,2,900163310,1.5373983016456085,2.0003755797789275
3067,0.269,0.4338,0.297,2,900238265,1.2136220737318166,2.0003755797789275
3068,0.42,0.28,0.3,2,900373846,1.2038100571533088,2.0003755797789275
3069,0.1849,0.138,0.6772,2,900410482,0.3898426287070926,1.4768096252559098
3070,0.6562,0.18,0.1635,1,900748846,1.714255908073195,2.0003755797789275
3071,0.11786,0.641,0.2411,1,900774276,0.44461014515028285,1.5599528068514676
3072,0.7153,0.1718,0.11273,1,901514446,1.761515167930297,2.0003755797789275
3073,0.28,0.2373,0.4827,2,902048859,0.7284303435487268,2.0003755797789275
3074,0.3538,0.3452,0.3008,2,902178791,1.2011278521937048,2.0003755797789275
3075,0.4165,0.3179,0.2656,0,902224767,0.8758594386677193,2.0003755797789275
3076,0.0878,0.7026,0.2094,1,902561531,0.3527321570374276,1.4228811645339838
3077,0.1646,0.633,0.2025,1,902734217,0.4574590314834915,1.5801510641512162
3078,0.4688,0.2793,0.252,0,903081160,0.7576857016975165,2.0003755797789275
3079,0.3164,0.2917,0.3918,2,903473254,0.9368871311552275,2.0003755797789275
3080,0.2424,0.3677,0.39,1,903475730,1.0005537583595048,2.0003755797789275
3081,0.1823,0.6553,0.1622,1,903644904,0.4224584981955974,1.5256154511019582
3082,0.631,0.1814,0.1875,2,903905569,1.6737322631394975,2.0003755797789275
3083,0.2498,0.528,0.2222,1,903911945,0.6387329980880162,1.8938064285417573
3084,0.614,0.1836,0.2025,2,904052441,1.5968209793251575,2.0003755797789275
3085,0.4333,0.3093,0.2573,2,904351330,1.357418437618036,2.0003755797789275
3086,0.624,0.203,0.1729,0,904435314,0.47144527345823134,1.6022604216019398
3087,0.2239,0.372,0.404,0,904537257,1.4966586944628788,2.0003755797789275
3088,0.05157,0.873,0.0752,1,904950120,0.13558290819133595,1.1451742383685972
3089,0.02054,0.8477,0.1318,1,905374066,0.1653106080515761,1.179844296594846
3090,0.1898,0.4917,0.3184,1,905954342,0.7097660156771491,2.0003755797789275
3091,0.2195,0.3677,0.4128,0,906030952,1.5164831322477235,2.0003755797789275
3092,0.1296,0.644,0.2262,1,906299216,0.43986775567839687,1.5522211084919844
3093,0.632,0.1617,0.2065,0,906554755,0.45924757396107824,1.583029074916969
3094,0.3027,0.2412,0.456,2,907200418,0.7851425479305558,2.0003755797789275
3095,0.733,0.1316,0.1354,2,908665974,1.9995772821652351,2.0003755797789275
3096,0.3184,0.2408,0.4407,2,908828372,0.8193282181886754,2.0003755797789275
3097,0.1876,0.4233,0.389,2,909019182,0.9442697790456082,2.0003755797789275
3098,0.2998,0.3372,0.363,2,909518881,1.0132502202591886,2.0003755797789275
3099,0.218,0.311,0.471,2,909525288,0.7530091538136147,2.0003755797789275
3100,0.5586,0.2133,0.2279,0,909705234,0.5820886437874813,1.7894969815093382
3101,0.1978,0.5444,0.258,1,910325395,0.6082534130927068,1.83716471655444
3102,0.4204,0.2405,0.339,0,910719898,0.8665244817316676,2.0003755797789275
3103,0.4133,0.2063,0.3804,2,910755854,0.9666079402886502,2.0003755797789275
3104,0.3125,0.2482,0.4392,0,911128251,1.1630287320419939,2.0003755797789275
3105,0.5864,0.1885,0.225,2,911152445,1.4916413118457788,2.0003755797789275
3106,0.01907,0.0456,0.9355,0,911568909,3.959669658895499,2.0003755797789275
3107,0.1825,0.2559,0.5615,0,912172771,1.7009097836908154,2.0003755797789275
3108,0.2185,0.3926,0.389,1,912238613,0.9350197169804321,2.0003755797789275
3109,0.338,0.2003,0.4617,1,912327973,1.6077301784255111,2.0003755797789275
3110,0.2793,0.258,0.4624,2,912337308,0.7710757225411462,2.0003755797789275
3111,0.7734,0.0814,0.1451,0,912548453,0.2569104137850272,1.29291584179513
3112,0.4102,0.2822,0.3076,2,912915213,1.17889916677382,2.0003755797789275
3113,0.695,0.1384,0.1669,1,913077910,1.9775289258541173,2.0003755797789275
3114,0.494,0.1796,0.3267,0,913085723,0.7055513924141239,2.0003755797789275
3115,0.362,0.3235,0.3145,1,913111980,1.1285984282990211,2.0003755797789275
3116,0.435,0.3188,0.2462,0,913398466,0.8323966215511147,2.0003755797789275
3117,0.0628,0.829,0.1081,1,913458719,0.1874126192881058,1.206109505454022
3118,0.10645,0.6304,0.2632,1,914284819,0.4614465953127559,1.5866496551112357
3119,0.4436,0.2418,0.3145,1,914992039,1.4194342228170511,2.0003755797789275
3120,0.1454,0.2141,0.6406,0,915541582,1.9284868407865146,2.0003755797789275
3121,0.2617,0.39,0.3484,1,915824111,0.9418840185043312,2.0003755797789275
3122,0.4207,0.3748,0.2046,1,915955611,0.9814805066980462,2.0003755797789275
3123,0.06714,0.702,0.2306,1,916085248,0.3534883701147195,1.423901962255414
3124,0.533,0.3225,0.144,0,916223504,0.6286086594223742,1.8746186032131469
3125,0.2874,0.461,0.2517,2,916501927,1.3794816827023837,2.0003755797789275
3126,0.1354,0.7344,0.1302,2,917185914,2.038307095977536,2.0003755797789275
3127,0.5483,0.1893,0.2625,2,917544125,1.3378122890201063,2.0003755797789275
3128,0.1952,0.5347,0.27,1,917849665,0.6259872661451102,1.8701242880393507
3129,0.388,0.2563,0.3555,2,917967567,1.0340737675305385,2.0003755797789275
3130,0.515,0.2148,0.2703,1,918265997,1.538088370074619,2.0003755797789275
3131,0.1279,0.6226,0.2495,1,918500838,0.47391752856687186,1.6059889781008412
3132,0.3381,0.1835,0.4783,0,918613553,1.0841886703342178,2.0003755797789275
3133,0.1713,0.4553,0.3735,0,918951647,1.7646673300393538,2.0003755797789275
3134,0.3281,0.1823,0.4895,2,919338791,0.7142447492149872,2.0003755797789275
3135,0.1346,0.7,0.165,0,919479660,2.0050022502620997,2.0003755797789275
3136,0.1387,0.6646,0.1968,1,919953744,0.40864398350793235,1.504797359942948
3137,0.6475,0.1611,0.1915,0,920144397,0.4348188782761163,1.5446389097422124
3138,0.4163,0.235,0.3489,1,920414554,1.4483541634199302,2.0003755797789275
3139,0.0758,0.828,0.0961,1,920441030,0.18865220310123068,1.2076540831455929
3140,0.5107,0.2126,0.2769,2,921579211,1.2845037932591736,2.0003755797789275
3141,0.6353,0.1583,0.2067,0,921675180,0.45397461847442055,1.574773018591788
3142,0.3958,0.2251,0.3792,0,921785557,0.9269676449836676,2.0003755797789275
3143,0.06256,0.84,0.0974,0,921854146,2.771429514032123,2.0003755797789275
3144,0.3687,0.313,0.3184,1,923528656,1.1615895292387284,2.0003755797789275
3145,0.8345,0.02452,0.1409,0,923926890,0.1808179645117406,1.198232292662309
3146,0.2289,0.4937,0.2776,2,924419985,1.2817397358313334,2.0003755797789275
3147,0.897,0.03217,0.07086,0,924693403,0.10872990094427275,1.1148778557620342
3148,0.261,0.4614,0.2776,1,924715445,0.7734340586656556,2.0003755797789275
3149,0.1545,0.2382,0.6074,0,924893934,1.8674178074376933,2.0003755797789275
3150,0.3567,0.2246,0.4187,0,925053528,1.0308897549686442,2.0003755797789275
3151,0.5737,0.172,0.2542,0,925127046,0.5554734818174522,1.7425882269359312
3152,0.2751,0.3672,0.3577,1,925191545,1.0018826622095587,2.0003755797789275
3153,0.3484,0.1444,0.5073,0,925490769,1.054558612105033,2.0003755797789275
3154,0.6978,0.1334,0.1688,0,925576591,0.359888808229531,1.4330775005031124
3155,0.373,0.1938,0.433,0,925695484,0.9860511969928779,2.0003755797789275
3156,0.2388,0.454,0.3071,2,925861265,1.180487729458958,2.0003755797789275
3157,0.6904,0.1313,0.178,0,926154607,0.37019696927070644,1.4479026696057582
3158,0.536,0.2656,0.1984,2,926649457,1.6177723153779768,2.0003755797789275
3159,0.268,0.545,0.1874,1,926889520,0.6074789871167833,1.8358109952031203
3160,0.1414,0.501,0.3577,1,927057715,0.6911959604286836,1.996283298426292
3161,0.8154,0.0713,0.1134,0,927241645,0.20416214361112323,1.2265514520999332
3162,0.0958,0.6104,0.294,2,927304238,1.224483603713103,2.0003755797789275
3163,0.04398,0.2399,0.7163,2,928284057,0.33379678426669357,1.3964381754663528
3164,0.4067,0.3877,0.2057,0,928543595,0.8997074068550813,2.0003755797789275
3165,0.2455,0.3894,0.3652,2,929280140,1.0073380710474469,2.0003755797789275
3166,0.319,0.2164,0.4644,2,930248217,0.7669828458503211,2.0003755797789275
3167,0.6357,0.152,0.2123,0,930647393,0.45296216339088385,1.5731282363834551
3168,0.3706,0.2864,0.343,1,930872751,1.2504463180658683,2.0003755797789275
3169,0.289,0.2742,0.4365,0,930931170,1.2408681808432187,2.0003755797789275
3170,0.12366,0.5728,0.3035,1,931256657,0.557177059742236,1.7458907783875304
3171,0.179,0.4788,0.3423,2,931630377,1.0721110991248084,2.0003755797789275
3172,0.296,0.4358,0.268,1,931837150,0.8303483020734304,2.0003755797789275
3173,0.2998,0.364,0.3362,1,932302238,1.0105638519546052,2.0003755797789275
3174,0.3667,0.211,0.422,2,932453358,0.8623456032723662,2.0003755797789275
3175,0.1302,0.6714,0.1986,1,932540522,0.3986540868862542,1.4899364203106529
3176,0.1224,0.5854,0.292,2,932562713,1.2308451099741637,2.0003755797789275
3177,0.8105,0.0985,0.0909,0,932572774,0.20998506778983855,1.233638325900005
3178,0.582,0.2031,0.2146,0,932729416,0.5409869681019294,1.717405693356386
3179,0.04483,0.8076,0.1475,1,932788649,0.21357555365017936,1.2381128088748012
3180,0.568,0.2406,0.1914,1,932846677,1.4244949623628818,2.0003755797789275
3181,0.293,0.5244,0.1827,0,932973799,1.2278113938057778,2.0003755797789275
3182,0.2876,0.4944,0.218,1,933125850,0.7044411871787042,2.0003755797789275
3183,0.1683,0.324,0.508,2,933151756,0.6777650568865058,1.9698233568941228
3184,0.639,0.1254,0.2357,0,933847536,0.4478443310770259,1.5651027532654784
3185,0.4656,0.2211,0.3132,2,934001808,1.1606877243400204,2.0003755797789275
3186,0.1477,0.4111,0.4412,1,934084126,0.8888389719170717,2.0003755797789275
3187,0.5796,0.2391,0.1813,0,934281363,0.5454345915497304,1.7252821067812163
3188,0.5977,0.1385,0.264,2,934564006,1.3322464119426611,2.0003755797789275
3189,0.3533,0.3,0.3464,2,935448566,1.0598143191271272,2.0003755797789275
3190,0.4775,0.2976,0.2249,2,936080336,1.4923061304640368,2.0003755797789275
3191,0.3738,0.3318,0.2944,1,936138274,1.1032617525682,2.0003755797789275
3192,0.5625,0.1698,0.2676,0,936330843,0.5752420671398749,1.7771565289614948
3193,0.2362,0.4614,0.3025,1,936383911,0.7735561215281813,2.0003755797789275
3194,0.0819,0.5264,0.3918,1,936863232,0.6418782975529816,1.900025753131882
3195,0.4446,0.2932,0.2622,0,936972715,0.8106250869917357,2.0003755797789275
3196,0.5664,0.1448,0.2888,0,937175206,0.5684437020589881,1.7658219907631552
3197,0.02052,0.859,0.1206,2,937235946,2.1152459082040695,2.0003755797789275
3198,0.3806,0.2502,0.3691,2,937280733,0.9965776099798654,2.0003755797789275
3199,0.10803,0.702,0.1896,1,937505382,0.35336627744623256,1.4237408897922308
3200,0.5645,0.2483,0.1873,2,937571754,1.6752793653520874,2.0003755797789275
3201,0.6265,0.0662,0.3074,0,937759241,0.4677236548374426,1.5964724854454722
3202,0.1913,0.3884,0.4202,1,939611764,0.9455260606178698,2.0003755797789275
3203,0.2012,0.519,0.2798,2,939654907,1.2737332694446588,2.0003755797789275
3204,0.4675,0.1488,0.3838,1,940508155,1.9052492806605432,2.0003755797789275
3205,0.4536,0.1968,0.3496,0,941519148,0.7905102473455599,2.0003755797789275
3206,0.522,0.1887,0.2893,0,941534116,0.6501400751343531,1.9157140079173909
3207,0.309,0.3862,0.3047,1,941665659,0.9513210183917445,2.0003755797789275
3208,0.565,0.1884,0.2468,1,941961458,1.6695515577786537,2.0003755797789275
3209,0.3264,0.2261,0.4478,0,942014434,1.1198267004449278,2.0003755797789275
3210,0.5513,0.1981,0.2507,2,942280970,1.3834910196533112,2.0003755797789275
